pageNumber,jobId,title,companyName,groupId,companyId,isTopGroup,tagsAndSkills,jobDescription,location,salaryLabel,currency,minimumSalary,maximumSalary,hideSalary,variablePercentage,minSalaryPerMonth,maxSalaryPerMonth,experienceText,minimumExperience,maximumExperience,footerPlaceholderLabel,createdDateISO,createdDateRaw,mode,board,vacancy,jobType,walkinJob,walkin_contactName,walkin_contactPhone,walkin_dailyTiming,walkin_venueAddress,walkin_startDate,walkin_endDate,companyApplyJob,companyApplyUrl,applyRedirectUrl,applyByTime,jdURL,staticUrl,ambitionBoxUrl,ambitionBoxReviewsCount,ambitionBoxRating,roleCategoryGid,todaysJob,jobAgentEligle,consultant,hiringFor,hideClientName,clientTitleString,brandedJDTemplateId,questionnaireIdPresent,exclusive,diversityTagText,logoPath,skillList,descriptionFromApi
908,210826932587,Sr Mgr Information Security,Amgen Inc,11114410,124351684,0,"Ai,Cism,Biotechnology,Automation,Cloud Security,Amazon Web Services,Compliance,Artificial Intelligence","This is not expected to be a routine second or third shift role unless business needs change.  <br><br>This on site leader manages investigators,coordinates with the India office,and works closely with the Security Operations Center (SOC),Tier 2 Security Operations,Incident Response (IR),Legal,Compliance,Privacy,Human Resources (HR),and electronic discovery (eDiscovery) stakeholders",Hyderabad,Not disclosed,INR,0,0,True,0,0.0,0.0,22-23 Yrs,22.0,23.0,27 Days Ago,2026-08-21T12:41:10.892Z,1787316070892.0,jp,1,,,False,,,,,,,True,https://www.naukri.com/cloudgateway-apply/apply-services/v0/apply/saveCompanyApply?id=&file=210826932587&logstr=srprestapi,https://ad.doubleclick.net/ddm/clk/594469082;402434614;k;gdpr=${GDPR};gdpr_consent=${GDPR_CONSENT_755}?https://careers.amgen.com/job/-/-/87/97837782880?source=rd_naukri&utm_source=naukri.com&utm_medium=job_posting&utm_campaign=Healthcare_General&utm_content=job_board&utm_term=402434614&ss=paid,10:11 PM,https://www.naukri.com/job-listings-sr-mgr-information-security-amgen-inc-hyderabad-22-to-23-years-210826932587,amgen-jobs-careers-2355778,https://www.ambitionbox.com/reviews/amgen-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,222.0,2.9,1043.0,False,False,,,,,4053.0,False,,,https://img.naukimg.com/logo_images/groups/v1/11114410.gif,"['Ai', 'Cism', 'Biotechnology', 'Automation', 'Cloud Security', 'Amazon Web Services', 'Compliance', 'Artificial Intelligence']","<div> <b>ABOUT AMGEN</b> </div> <div>Amgen harnesses the best of biology and technology to fight the world''s toughest diseases, and make people''s lives easier, fuller and longer. We discover, develop, manufacture and deliver innovative medicines to help millions of patients. Amgen helped establish the biotechnology industry more than 40 years ago and remains on the cutting edge of innovation, using technology and human genetic data to push beyond what''s known today.</div> <div> </div> <div> <b>ABOUT THE ROLE</b> </div> <div> <b>Role Description:</b> </div> <div>The Senior Manager Information Security, Digital Forensics (DF) leads the DF Hyderabad team within Digital Forensics. This on site leader manages investigators, coordinates with the India office, and works closely with the Security Operations Center (SOC), Tier 2 Security Operations, Incident Response (IR), Legal, Compliance, Privacy, Human Resources (HR), and electronic discovery (eDiscovery) stakeholders. The role is leadership first in addition to performing investigations and eDiscovery. The successful candidate must have the technical judgment to guide investigations, review findings, challenge unsupported conclusions, protect evidence, and support high risk cyber, legal, and HR escalations. The role also guides workflows across EnCase, Nuix, Forensic Toolkit (FTK), Monolith Pro, Cellebrite, CrowdStrike Endpoint Detection and Response (EDR), IBM QRadar Security Information and Event Management (SIEM), Microsoft Office 365 (O365), Amazon Web Services (AWS), and ServiceNow. This leader will also help mature automation, Artificial Intelligence (AI) assisted analysis, and future agentic AI workflows in a controlled, human reviewed manner.</div> <div> <b>Roles Responsibilities:</b> </div> <ul> <li>Lead the Hyderabad DF team, including coaching, performance reviews, career development, workload planning, timekeeping, holiday approvals, and day to day people leadership.</li> <li>Operate as the local DF leader for Hyderabad, partnering with the India office and Cybersecurity Operations while escalating high risk decisions at the right time.</li> <li>Manage the handoff relationships between DF and the SOC, Tier 2 Security Operations and IR, including triage, escalation, case priority and service expectations.</li> <li>Oversee investigations and support activities involving cyber incidents, insider risk, employee matters, eDiscovery, litigation hold, compliance requests, data exposure, unauthorized access, malware, phishing, ransomware, and suspected data exfiltration.</li> <li>Partner with Legal, HR, Compliance, Privacy, Cyber Threat Intelligence (CTI), Vulnerability Management Services (VMS), Penetration Testing, Cloud Engineering, Information Technology (IT), and business teams to scope, preserve, review, and report evidence.</li> <li>Maintain evidence handling standards for Hyderabad, including authorized scope, chain of custody, hashing, secure storage, encrypted media, access control, case notes, evidence transfer, and cloud based analysis.</li> <li>Maintain cloud and Software as a Service (SaaS) forensic readiness across O365 and AWS, preservation workflows, evidence handling and data analysis.</li> <li>Guide DF workflow maturity across EnCase, Nuix, FTK, Monolith Pro, Cellebrite, CrowdStrike EDR, IBM QRadar SIEM, O365, AWS, and ServiceNow.</li> <li>Advance responsible adoption of automation, AI assisted workflows, and future agentic AI capabilities with controls for approved data use, human review, source validation, audit logging, and least privilege access.</li> <li>Review investigation strategy, final reports, and stakeholder communications for accuracy, evidence defensibility, confidentiality, and appropriate language.</li> <li>Maintain Standard Operating Procedures (SOPs), playbooks, Key Performance Indicators (KPIs), cross training, tabletop exercises, and report quality review processes to support team growth and operational maturity.</li> </ul> <div> <b>Basic Qualifications and Experience:</b> </div> <ul> <li>Any degree and 12 to 17 years of information security, digital forensics, incident response, cybersecurity operations, cyber investigations, eDiscovery, or related field experience</li> <li>Experience should include at least 3 years leading technical teams, managing technical workstreams, or operating as a site or regional leader in a global cybersecurity environment.</li> </ul> <div> <b>Functional Skills:</b> </div> <div> <b>Must-Have Skills:</b> </div> <ul> <li>Leadership of DFIR, cyber investigations, evidence handling, and sensitive Legal, HR, Compliance, and eDiscovery matters.</li> <li>Security operations escalation management with SOC, Tier 2 Security Operations, IR, CrowdStrike EDR, IBM QRadar SIEM, O365, AWS, and ServiceNow.</li> <li>Strong understanding of forensic defensibility, chain of custody, cloud and SaaS evidence, privacy aware investigation scope, litigation hold, and report quality.</li> <li>Experience improving investigation operations through automation, AI assisted analysis, scripting, queries, playbooks, metrics, or workflow design.</li> </ul> <div> <b>Good-to-Have Skills:</b> </div> <ul> <li>Hands on or oversight experience with EnCase, Nuix, FTK, Monolith Pro, Cellebrite, Microsoft Purview eDiscovery, AWS forensic workflows, and O365 evidence.</li> <li>Knowledge of identity investigation, insider risk, data movement, endpoint artifacts, mobile forensics, email evidence, and cloud log analysis.</li> <li>Experience creating regulated documents, SOPs, work instructions, evidence handling standards, tabletop exercises, and readiness playbooks.</li> <li>Experience with scripting and query languages such as Python, PowerShell, Kusto Query Language (KQL), Ariel Query Language (AQL), Structured Query Language (SQL), Sigma, or YARA in a regulated global enterprise, consulting, government, or law enforcement cyber environment.</li> </ul> <div> <b>Professional Certifications:</b> </div> <ul> <li>One active cybersecurity, digital forensics, incident response, electronic discovery, cloud security, security leadership, mobile forensics, or forensic tool certification is required.</li> <li>Strongly preferred certifications include Certified Information Systems Security Professional (CISSP), Certified Information Security Manager (CISM), Global Information Assurance Certification (GIAC) Certified Forensic Analyst (GCFA), GIAC Certified Forensic Examiner (GCFE), GIAC Certified Incident Handler (GCIH), EnCase Certified Examiner (EnCE), Certified Computer Examiner (CCE), Certified Forensic Computer Examiner (CFCE), Certified Hacking Forensic Investigator (CHFI), Cellebrite Certified Physical Analyst (CCPA), Cellebrite Certified Mobile Examiner (CCME), Nuix certification, FTK certification, AWS Certified Security - Specialty, or Microsoft security and compliance certification.</li> <li>Preferred profile includes one leadership or security management certification and one DFIR, incident response, eDiscovery, cloud, mobile, or tool-specific certification.</li> </ul> <div> <b>Soft Skills:</b> </div> <ul> <li>Highest ethics, confidentiality, and sound judgment when handling employee, legal, security, and business evidence.</li> <li>Strong leadership presence with ability to operate independently, make timely decisions, and know when to escalate.</li> <li>Clear written and verbal communication with technical teams, India office stakeholders, global leadership, Legal, HR, Compliance, and Privacy.</li> <li>Strong interpersonal skills with the confidence to challenge unsupported conclusions, unclear scope, or improper requests.</li> <li>High attention to detail in evidence handling, case notes, report review, administrative work, and stakeholder updates.</li> <li>Ability to manage competing priorities, coach analysts, and improve the function through automation, AI, metrics, and repeatable workflows.</li> </ul> <div> <b>Shift Information:</b> </div> <div>This position is based on site in Hyderabad, India. Standard working hours follow the assigned India office schedule. Occasional after hours support may be required for incidents, Legal or HR matters, or global investigations. This is not expected to be a routine second or third shift role unless business needs change.</div> <div> <b>EQUAL OPPORTUNITY STATEMENT</b> </div> <div>Amgen is an Equal Opportunity employer and will consider you without regard to your race, color, religion, sex, sexual orientation, gender identity, national origin, protected veteran status, or disability status.</div> <div>We will ensure that individuals with disabilities are provided with reasonable accommodation to participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment.</div>"
